OBJECTID_1,STATION NAME,Total Population,White Alone,Black or African American Alone,Asian Alone,American Indian & Alaskan Native Alone,Other Race,Population of Two or More races,Hispanic or Latino,Not Hispanic or Latino,Total Population Percent,White Alone Percent,Black or African American Alone Percent,Asian Alone Percent,American Indian & Alaskan Native Percent,Others Percent,Population of Two or More Races Percent,Hispanic or Latino Percent,Not Hispanic or Latino Percent,Total Population,Under 5 Years,5 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 years and Over,Total Population Percent,Under 5 Years Percent,5 to 17 Years Percent,18 to 24 Years Percent,25 to 34 Years Percent,35 to 44 Years Percent,45 to 54 Years Percent,55 to 64 Years Percent,65 Years and Ober Percent,Total Households,1 Person Households,2 or More Person Households,Family Households,Non-Family Households,Total Households Percent,1 Person Households Percent,2 or More Person Households Percent,Family Households Percent,Non-Family Households Percent,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Owner-Occupied Units,Renter-Occupied Units,Total Housing Units Percent,Occupied Housing Units Percent,Vacant Housing Units Percent,Owner-Occupied Units Percent,Renter-Occupied Units Percent,Occupied Units Percent (Check digit),Population for Education,Number High School Graduate or Higher,Number Bachelor Degree or Better,Educational Total Percent,Percent High School Graduate or Higher,Percent Bachelor Degree or Higher,Estimate Total Number of Families,Estimate Below Poverty,Estimate Number of Families Percent,Estimate Below Poverty Percent,Workers 16 Years and Over,"Car, Truck, or Van - Drove Alone","Car, Truck, or Van - Carpooled",Public Transportation (including Taxi),Walked,Other Means,Worked at Home,Workers 16 Years and Over Percent,"Car, Truck, or Van - Drove Alone Percent","Car, Truck, or Van - Carpooled Percent",Public Transportation (including Taxi) Percent,Walked Percent,Other means Percent,Worked at Home Percent,Median Travel Time to Work (in minutes),Total Number of Households for Income,"Less than $24,999","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 to $149,999","$150,000 or More",Number of Households Percent,"Less than $24,999 Percent","$25,000 to $49,999 Percent","$50,000 to $74,999 Percent","$75,000 to $99,999 Percent","$100,000 to $149,999 Percent","$150,000 or More",Median Household Income,Total Housing Units,"1-unit, detached","1-unit, attached",2 units,3 to 4 units,5 to 9 units,10 to 19 units,20 or more units,Mobile home,"Boat, RV, van, etc.",Total Housing Units Percent,"1-unit, detached Percent","1-unit, attached Percent",2 units Percent,3 to 4 units Percent,5 to 9 Units Percent,10 to 19 units Percent,20 or more units Percent,Mobile home Percent,"Boat, RV, van, etc. Percent",Owned Units (Valued),"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 to $999,999","$1,000,000 or more",Valued Units Percent,"Less than $50,000 Percent","$50,000 to $99,999 Percent","$100,000 to $149,999 Percent","$150,000 to $199,999 Percent","$200,000 to $299,999 Percent","$300,000 to 499,999 Percent","$500,000 to $999,999 Percent","$1,000,000 or more Percent",Median Value (owner-occupied),Household Population for Vehicles,No Vehicle Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,Household Vehicles Percent,No Vehicle Available Percent,1 Vehicle Available Percent,2 Vehicles Available Percent,3 or More Vehicles Available Percent,Specified Renter-Occupied Units,Units with Cash Rent,Less than $200,$200 to $299,$300 to $499,$500 to $749,$750 to $999,"$1,000 to $1,499","$1,500 or More",No Cash Rent,Total Rental Units Percent,Units with Cash Rent Percent,Less than $200 Percent,$200 to $299 Percent,$300 to $499 Percent,$500 to $749 Percent,$750 to $999 Percent,"$1,000 to $1,499 Percent","$1,500 or more Percent",No Cash Rent Percent,Median (gross rent),x,y
59,SAVAGE,10372,3821,4651,948,0,455,994,951,9421,1,0.37,0.45,0.09,0,0.04,0.1,0.09,0.91,10372,672,1930,740,1660,2215,1648,1029,478,1,0.06,0.19,0.07,0.16,0.21,0.16,0.1,0.05,3748,841,2907,2589,1159,1,0.22,0.78,0.69,0.31,3857,3748,109,2661,1087,1,0.97,0.03,0.71,0.29,1,7030,4952,3676,1,0.7,0.52,2589,0,1,0,5942,4751,423,497,36,30,205,1,0.8,0.07,0.08,0.01,0.01,0.03,32.34,3748,150,245,481,588,1281,1003,1,0.04,0.07,0.13,0.16,0.34,0.27,116003.12,3857,932,1712,48,63,80,393,247,382,0,1,0.24,0.44,0.01,0.02,0.02,0.1,0.06,0.1,0,2661,257,127,107,34,483,1321,543,53,1,0.1,0.05,0.04,0.01,0.18,0.5,0.2,0.02,348826.65,3748,28,1080,1954,672,1,0.01,0.29,0.52,0.18,1087,1023,0,0,0,0,71,79,937,64,1,0.94,0,0,0,0,0.07,0.07,0.86,0.06,2850.71,417621.42329999804,161673.75279999897
53,SEABROOK,9236,2257,5501,130,29,1234,170,2425,6811,1,0.24,0.6,0.01,0,0.13,0.02,0.26,0.74,9236,483,1736,1111,822,1212,1463,1301,1108,1,0.05,0.19,0.12,0.09,0.13,0.16,0.14,0.12,2820,648,2172,2095,725,1,0.23,0.77,0.74,0.26,2944,2820,124,2328,492,1,0.96,0.04,0.83,0.17,1,5906,3154,1674,1,0.53,0.28,2095,102,1,0.05,4759,3575,345,588,11,91,149,1,0.75,0.07,0.12,0,0.02,0.03,33.03,2820,213,392,658,366,602,589,1,0.08,0.14,0.23,0.13,0.21,0.21,85040.98,2944,2536,23,0,0,50,315,12,8,0,1,0.86,0.01,0,0,0.02,0.11,0,0,0,2328,66,24,0,187,815,1134,284,3,1,0.03,0.01,0,0.08,0.35,0.49,0.12,0,312698.41,2820,113,856,953,812,1,0.04,0.3,0.34,0.29,492,472,0,0,0,0,6,180,306,20,1,0.96,0,0,0,0,0.01,0.37,0.62,0.04,2072.06,413579.47389999777,145033.78570000082
68,SHADY GROVE,14967,8079,1890,3953,91,398,1112,1374,13593,1,0.54,0.13,0.26,0.01,0.03,0.07,0.09,0.91,14967,860,1847,1099,2841,2181,2157,1950,2032,1,0.06,0.12,0.07,0.19,0.15,0.14,0.13,0.14,5684,1174,4510,4095,1589,1,0.21,0.79,0.72,0.28,5765,5684,81,3217,2467,1,0.99,0.01,0.57,0.43,1,11161,8499,7360,1,0.76,0.66,4095,151,1,0.04,8298,5013,745,1553,188,77,722,1,0.6,0.09,0.19,0.02,0.01,0.09,31.44,5684,474,700,763,636,1225,1886,1,0.08,0.12,0.13,0.11,0.22,0.33,110979.59,5765,1718,1775,17,62,126,929,1081,0,57,1,0.3,0.31,0,0.01,0.02,0.16,0.19,0,0.01,3217,43,0,66,38,115,1253,2247,33,1,0.01,0,0.02,0.01,0.04,0.39,0.7,0.01,528010.78,5684,405,1933,2528,730,1,0.07,0.34,0.44,0.13,2467,2393,56,20,60,7,66,372,1886,74,1,0.97,0.02,0.01,0.02,0,0.03,0.15,0.76,0.03,2642.56,385763.624499999,161332.375
42,SHOT TOWER-MARKET PLACE,16275,7508,6282,1658,134,375,636,1442,14833,1,0.46,0.39,0.1,0.01,0.02,0.04,0.09,0.91,16275,535,1518,1723,5113,2345,1851,1572,1618,1,0.03,0.09,0.11,0.31,0.14,0.11,0.1,0.1,8139,4263,3876,2348,5791,1,0.52,0.48,0.29,0.71,9717,8139,1578,1691,6448,1,0.84,0.16,0.21,0.79,1,12499,9184,6922,1,0.73,0.55,2348,530,1,0.23,8136,3472,462,1380,2344,119,359,1,0.43,0.06,0.17,0.29,0.01,0.04,21.38,8139,2627,1466,1302,756,928,1060,1,0.32,0.18,0.16,0.09,0.11,0.13,49599.25,9717,215,2441,382,600,666,316,5082,15,0,1,0.02,0.25,0.04,0.06,0.07,0.03,0.52,0,0,1691,46,42,129,138,510,519,709,75,1,0.03,0.02,0.08,0.08,0.3,0.31,0.42,0.04,296176.47,8139,2984,3801,1048,294,1,0.37,0.47,0.13,0.04,6448,6409,268,787,612,399,554,1784,2044,39,1,0.99,0.04,0.12,0.09,0.06,0.09,0.28,0.32,0.01,1163.82,433992.6692999974,180260.76680000126
82,SILVER SPRING,25647,12407,8935,1763,70,1461,2022,2956,22691,1,0.48,0.35,0.07,0,0.06,0.08,0.12,0.88,25647,1599,1556,2438,8347,3980,2536,2870,2321,1,0.06,0.06,0.1,0.33,0.16,0.1,0.11,0.09,13872,7211,6661,4855,9017,1,0.52,0.48,0.35,0.65,14882,13872,1010,2345,11527,1,0.93,0.07,0.17,0.83,1,20054,15958,13800,1,0.8,0.69,4855,229,1,0.05,16464,7235,1073,6258,974,310,614,1,0.44,0.07,0.38,0.06,0.02,0.04,34.02,13872,2229,2341,2565,2032,2875,1830,1,0.16,0.17,0.18,0.15,0.21,0.13,73060.43,14882,1341,531,143,154,1021,576,11098,18,0,1,0.09,0.04,0.01,0.01,0.07,0.04,0.75,0,0,2345,45,35,48,59,528,601,1833,11,1,0.02,0.01,0.02,0.03,0.23,0.26,0.78,0,452246.26,13872,3339,7587,2525,417,1,0.24,0.55,0.18,0.03,11527,11355,54,229,219,175,184,3179,7487,172,1,0.99,0,0.02,0.02,0.02,0.02,0.28,0.65,0.01,2265.71,397283.0644999966,147323.60379999876
124,SILVER SPRING LIBRARY,20975,10642,7091,1391,39,931,1762,2064,18911,1,0.51,0.34,0.07,0,0.04,0.08,0.1,0.9,20975,1224,1117,1717,6857,3453,2063,2433,2111,1,0.06,0.05,0.08,0.33,0.16,0.1,0.12,0.1,11792,6159,5633,4216,7576,1,0.52,0.48,0.36,0.64,12703,11792,911,2063,9729,1,0.93,0.07,0.17,0.83,1,16917,13561,11893,1,0.8,0.7,4216,153,1,0.04,13582,5944,760,5088,1000,228,562,1,0.44,0.06,0.37,0.07,0.02,0.04,33.87,11792,1950,1901,2072,1654,2540,1675,1,0.17,0.16,0.18,0.14,0.22,0.14,74674.23,12703,1628,247,89,57,512,486,9666,18,0,1,0.13,0.02,0.01,0,0.04,0.04,0.76,0,0,2063,40,5,30,51,299,597,1772,11,1,0.02,0,0.01,0.02,0.14,0.29,0.86,0.01,504611.65,11792,2960,6405,2023,392,1,0.25,0.54,0.17,0.03,9729,9594,54,229,207,78,88,2860,6213,135,1,0.99,0.01,0.02,0.02,0.01,0.01,0.29,0.64,0.01,2221.84,397873.0741999969,147429.65370000154
118,SILVER SPRING TRANSIT CENTER,25647,12407,8935,1763,70,1461,2022,2956,22691,1,0.48,0.35,0.07,0,0.06,0.08,0.12,0.88,25647,1599,1556,2438,8347,3980,2536,2870,2321,1,0.06,0.06,0.1,0.33,0.16,0.1,0.11,0.09,13872,7211,6661,4855,9017,1,0.52,0.48,0.35,0.65,14882,13872,1010,2345,11527,1,0.93,0.07,0.17,0.83,1,20054,15958,13800,1,0.8,0.69,4855,229,1,0.05,16464,7235,1073,6258,974,310,614,1,0.44,0.07,0.38,0.06,0.02,0.04,34.02,13872,2229,2341,2565,2032,2875,1830,1,0.16,0.17,0.18,0.15,0.21,0.13,73060.43,14882,1341,531,143,154,1021,576,11098,18,0,1,0.09,0.04,0.01,0.01,0.07,0.04,0.75,0,0,2345,45,35,48,59,528,601,1833,11,1,0.02,0.01,0.02,0.03,0.23,0.26,0.78,0,452246.26,13872,3339,7587,2525,417,1,0.24,0.55,0.18,0.03,11527,11355,54,229,219,175,184,3179,7487,172,1,0.99,0,0.02,0.02,0.02,0.02,0.28,0.65,0.01,2265.71,397332.8953000009,147308.08469999954
77,SOUTHERN AVENUE,5190,121,4884,0,0,73,224,182,5008,1,0.02,0.94,0,0,0.01,0.04,0.04,0.96,5190,294,606,442,1001,515,800,777,755,1,0.06,0.12,0.09,0.19,0.1,0.15,0.15,0.15,2279,1021,1258,1122,1157,1,0.45,0.55,0.49,0.51,2426,2279,147,969,1310,1,0.94,0.06,0.43,0.57,1,3848,2114,800,1,0.55,0.21,1122,49,1,0.04,2687,1706,184,715,49,0,33,1,0.63,0.07,0.27,0.02,0,0.01,32.15,2279,284,591,373,438,510,83,1,0.12,0.26,0.16,0.19,0.22,0.04,67727.88,2426,570,621,0,34,244,623,334,0,0,1,0.23,0.26,0,0.01,0.1,0.26,0.14,0,0,969,88,14,77,198,413,169,108,0,1,0.09,0.01,0.08,0.2,0.43,0.17,0.11,0,226029.06,2279,292,1039,838,110,1,0.13,0.46,0.37,0.05,1310,1310,31,0,25,0,265,771,218,0,1,1,0.02,0,0.02,0,0.2,0.59,0.17,0,1216.6,402165.6875,130365.6799999997
56,ST. DENIS,5594,4452,599,384,0,49,220,459,5135,1,0.8,0.11,0.07,0,0.01,0.04,0.08,0.92,5594,386,778,413,815,685,865,900,752,1,0.07,0.14,0.07,0.15,0.12,0.15,0.16,0.13,1939,328,1611,1567,372,1,0.17,0.83,0.81,0.19,1998,1939,59,1720,219,1,0.97,0.03,0.89,0.11,1,4017,2594,1656,1,0.65,0.41,1567,95,1,0.06,2946,2227,383,129,45,10,152,1,0.76,0.13,0.04,0.02,0,0.05,23.35,1939,169,167,253,257,595,498,1,0.09,0.09,0.13,0.13,0.31,0.26,110378.15,1998,1506,336,67,23,0,66,0,0,0,1,0.75,0.17,0.03,0.01,0,0.03,0,0,0,1720,33,34,33,70,555,677,490,17,1,0.02,0.02,0.02,0.04,0.32,0.39,0.28,0.01,339881.83,1939,63,279,1000,576,1,0.03,0.14,0.52,0.3,219,188,0,0,12,17,68,9,113,31,1,0.86,0,0,0.05,0.08,0.31,0.04,0.52,0.14,989.01,425579.10170000046,172964.74300000072
105,STATE CENTER,25056,9796,12061,1909,140,424,1452,1113,23943,1,0.39,0.48,0.08,0.01,0.02,0.06,0.04,0.96,25056,976,2277,3738,7786,2451,2317,2336,3175,1,0.04,0.09,0.15,0.31,0.1,0.09,0.09,0.13,13643,8290,5353,3537,10106,1,0.61,0.39,0.26,0.74,16757,13643,3114,2047,11596,1,0.81,0.19,0.15,0.85,1,18065,12362,9682,1,0.68,0.54,3537,738,1,0.21,13168,5558,515,3320,2932,374,469,1,0.42,0.04,0.25,0.22,0.03,0.04,22.83,13643,5234,2918,2129,1386,1050,926,1,0.38,0.21,0.16,0.1,0.08,0.07,38600.93,16757,267,2889,496,1767,2557,1378,7383,0,20,1,0.02,0.17,0.03,0.11,0.15,0.08,0.44,0,0,2047,152,108,247,315,428,532,959,0,1,0.07,0.05,0.12,0.15,0.21,0.26,0.47,0,247079.44,13643,6201,5407,1749,250,1,0.45,0.4,0.13,0.02,11596,11461,457,1079,944,1111,2017,4196,1792,135,1,0.99,0.04,0.09,0.08,0.1,0.17,0.36,0.15,0.01,1014.6,432505.36029999703,181540.18919999897
76,SUITLAND,10706,432,9073,84,95,937,170,1043,9663,1,0.04,0.85,0.01,0.01,0.09,0.02,0.1,0.9,10706,802,2145,1229,1728,1624,1450,1001,727,1,0.07,0.2,0.11,0.16,0.15,0.14,0.09,0.07,4047,1246,2801,2532,1515,1,0.31,0.69,0.63,0.37,4531,4047,484,897,3150,1,0.89,0.11,0.22,0.78,1,6530,3428,1202,1,0.52,0.18,2532,307,1,0.12,5595,2558,963,1812,113,13,136,1,0.46,0.17,0.32,0.02,0,0.02,33.26,4047,855,769,912,548,676,287,1,0.21,0.19,0.23,0.14,0.17,0.07,60951.21,4531,639,352,16,228,796,2185,273,27,15,1,0.14,0.08,0,0.05,0.18,0.48,0.06,0.01,0,897,65,62,58,299,275,138,168,0,1,0.07,0.07,0.06,0.33,0.31,0.15,0.19,0,194063.55,4047,950,1920,852,325,1,0.23,0.47,0.21,0.08,3150,3076,81,55,16,17,166,2167,648,74,1,0.98,0.03,0.02,0.01,0.01,0.05,0.69,0.21,0.02,1277.57,405879.7604999989,130707.2600999996
108,TAKOMA,6719,3989,2103,234,12,92,578,361,6358,1,0.59,0.31,0.03,0,0.01,0.09,0.05,0.95,6719,441,1071,474,897,1055,929,1163,689,1,0.07,0.16,0.07,0.13,0.16,0.14,0.17,0.1,2410,575,1835,1679,731,1,0.24,0.76,0.7,0.3,2524,2410,114,1395,1015,1,0.95,0.05,0.58,0.42,1,4733,3722,3044,1,0.79,0.64,1679,85,1,0.05,3730,1607,199,1275,126,151,372,1,0.43,0.05,0.34,0.03,0.04,0.1,38.46,2410,324,244,307,196,415,924,1,0.13,0.1,0.13,0.08,0.17,0.38,116144.58,2524,1483,8,69,69,189,99,607,0,0,1,0.59,0,0.03,0.03,0.07,0.04,0.24,0,0,1395,0,0,9,7,50,254,1419,93,1,0,0,0.01,0.01,0.04,0.18,1.02,0.07,692209.78,2410,358,1031,762,232,1,0.15,0.43,0.32,0.1,1015,1000,13,43,60,43,104,535,217,15,1,0.99,0.01,0.04,0.06,0.04,0.1,0.53,0.21,0.01,1221.5,398424.96450000256,145350.8449999988
112,TAKOMA LANGLEY TRANSIT CENTER,25558,5423,3470,991,128,15158,776,18150,7408,1,0.21,0.14,0.04,0.01,0.59,0.03,0.71,0.29,25558,2866,4325,2257,5432,4693,2934,1803,1248,1,0.11,0.17,0.09,0.21,0.18,0.11,0.07,0.05,6690,914,5776,4980,1710,1,0.14,0.86,0.74,0.26,7032,6690,342,2088,4602,1,0.95,0.05,0.31,0.69,1,16110,5999,3091,1,0.37,0.19,4980,596,1,0.12,14654,5195,5107,3497,534,85,236,1,0.35,0.35,0.24,0.04,0.01,0.02,35.68,6690,802,1590,1468,1208,872,750,1,0.12,0.24,0.22,0.18,0.13,0.11,66229.56,7032,1887,618,84,499,1748,1378,818,0,0,1,0.27,0.09,0.01,0.07,0.25,0.2,0.12,0,0,2088,13,68,70,204,517,868,798,5,1,0.01,0.03,0.03,0.1,0.25,0.42,0.38,0,339631.34,6690,1264,2730,2013,661,1,0.19,0.41,0.3,0.1,4602,4598,0,0,12,42,373,3276,899,4,1,1,0,0,0,0.01,0.08,0.71,0.2,0,1285.71,400998.9025000036,146846.73959999904
6,TIMONIUM BUSINESS PARK,11407,9066,447,1570,0,132,384,514,10893,1,0.79,0.04,0.14,0,0.01,0.03,0.05,0.95,11407,621,1949,715,1205,1580,1886,1646,1805,1,0.05,0.17,0.06,0.11,0.14,0.17,0.14,0.16,4348,961,3387,3155,1193,1,0.22,0.78,0.73,0.27,4437,4348,89,3488,860,1,0.98,0.02,0.8,0.2,1,8122,6120,4658,1,0.75,0.57,3155,103,1,0.03,5492,4565,418,181,69,5,254,1,0.83,0.08,0.03,0.01,0,0.05,23.56,4348,399,567,646,639,1018,1079,1,0.09,0.13,0.15,0.15,0.23,0.25,96987.48,4437,3343,360,9,30,106,469,73,47,0,1,0.75,0.08,0,0.01,0.02,0.11,0.02,0.01,0,3488,109,8,17,49,887,1978,840,0,1,0.03,0,0,0.01,0.25,0.57,0.24,0,368149.65,4348,85,1326,2152,756,1,0.02,0.3,0.49,0.17,860,860,0,0,25,6,131,520,178,0,1,1,0,0,0.03,0.01,0.15,0.6,0.21,0,1257.69,432007.2373000011,196230.34930000082
8,TIMONIUM FAIRGROUNDS,7383,5911,494,701,16,71,380,352,7031,1,0.8,0.07,0.09,0,0.01,0.05,0.05,0.95,7383,307,1156,466,1077,877,1256,909,1335,1,0.04,0.16,0.06,0.15,0.12,0.17,0.12,0.18,3126,981,2145,1962,1164,1,0.31,0.69,0.63,0.37,3267,3126,141,2208,918,1,0.96,0.04,0.71,0.29,1,5454,4282,3196,1,0.79,0.59,1962,80,1,0.04,3960,3422,351,68,0,0,119,1,0.86,0.09,0.02,0,0,0.03,23.24,3126,348,502,547,477,549,703,1,0.11,0.16,0.17,0.15,0.18,0.22,83700.21,3267,1358,689,0,53,618,541,8,0,0,1,0.42,0.21,0,0.02,0.19,0.17,0,0,0,2208,80,8,23,421,405,963,559,0,1,0.04,0,0.01,0.19,0.18,0.44,0.25,0,334683.28,3126,100,1174,1495,357,1,0.03,0.38,0.48,0.11,918,826,0,0,0,0,95,485,338,92,1,0.9,0,0,0,0,0.1,0.53,0.37,0.1,1327.84,431422.0073999986,197865.5839000009
70,TWINBROOK,16013,8200,1456,3869,75,1473,1880,3715,12298,1,0.51,0.09,0.24,0,0.09,0.12,0.23,0.77,16013,1152,2384,1309,3212,2562,1645,1493,2256,1,0.07,0.15,0.08,0.2,0.16,0.1,0.09,0.14,6513,2585,3928,3214,3299,1,0.4,0.6,0.49,0.51,7007,6513,494,1249,5264,1,0.93,0.07,0.19,0.81,1,11168,8087,6839,1,0.72,0.61,3214,293,1,0.09,8345,4389,897,2286,497,94,182,1,0.53,0.11,0.27,0.06,0.01,0.02,31.79,6513,1008,1336,1237,890,1304,738,1,0.15,0.21,0.19,0.14,0.2,0.11,68441.79,7007,1101,300,19,93,760,1034,3700,0,0,1,0.16,0.04,0,0.01,0.11,0.15,0.53,0,0,1249,0,19,9,28,123,743,594,15,1,0,0.02,0.01,0.02,0.1,0.59,0.48,0.01,419919.25,6513,1253,3194,1758,308,1,0.19,0.49,0.27,0.05,5264,5214,35,60,165,226,40,973,3765,50,1,0.99,0.01,0.01,0.03,0.04,0.01,0.18,0.72,0.01,2530.31,389543.6564999968,154947.7190000005
113,U OF MD CAMPUS CENTER NORTH,12135,7289,1790,2306,25,329,792,469,11666,1,0.6,0.15,0.19,0,0.03,0.07,0.04,0.96,12135,42,385,10388,360,277,238,235,210,1,0,0.03,0.86,0.03,0.02,0.02,0.02,0.02,989,186,803,377,612,1,0.19,0.81,0.38,0.62,1158,989,169,376,613,1,0.85,0.15,0.38,0.62,1,1320,1039,978,1,0.79,0.74,377,7,1,0.02,3779,995,147,348,1798,121,370,1,0.26,0.04,0.09,0.48,0.03,0.1,17.79,989,313,123,104,71,175,203,1,0.32,0.12,0.11,0.07,0.18,0.21,64062.5,1158,614,0,0,70,79,25,365,5,0,1,0.53,0,0,0.06,0.07,0.02,0.32,0,0,376,0,0,0,4,33,110,367,10,1,0,0,0,0.01,0.09,0.29,0.98,0.03,593607.31,989,111,304,342,221,1,0.11,0.31,0.35,0.22,613,602,0,0,0,20,70,119,404,11,1,0.98,0,0,0,0.03,0.11,0.19,0.66,0.02,2297.26,404692.38849999756,146599.88199999928
17,UNIVERSITY CENTER-BALTIMORE STREET,17435,8390,6557,1517,178,309,968,617,16818,1,0.48,0.38,0.09,0.01,0.02,0.06,0.04,0.96,17435,385,1343,2468,6408,1950,1478,1495,1908,1,0.02,0.08,0.14,0.37,0.11,0.08,0.09,0.11,9511,5498,4013,2201,7310,1,0.58,0.42,0.23,0.77,11072,9511,1561,1784,7727,1,0.86,0.14,0.19,0.81,1,13239,9990,7888,1,0.75,0.6,2201,320,1,0.15,9398,4122,339,1485,2860,242,350,1,0.44,0.04,0.16,0.3,0.03,0.04,21.28,9511,3329,1794,1558,972,877,981,1,0.35,0.19,0.16,0.1,0.09,0.1,44878.76,11072,314,2412,336,780,971,440,5790,9,20,1,0.03,0.22,0.03,0.07,0.09,0.04,0.52,0,0,1784,77,75,224,289,469,337,683,89,1,0.04,0.04,0.13,0.16,0.26,0.19,0.38,0.05,248400.85,9511,3678,4258,1240,320,1,0.39,0.45,0.13,0.03,7727,7651,168,548,488,821,742,2919,2041,76,1,0.99,0.02,0.07,0.06,0.11,0.1,0.38,0.26,0.01,1181.31,432829.25450000167,180114.43569999933
14,UNIVERSITY OF BALTIMORE-MOUNT ROYAL,23172,9210,11900,906,94,483,1158,1026,22146,1,0.4,0.51,0.04,0,0.02,0.05,0.04,0.96,23172,1026,2468,2939,6547,2169,2595,2457,2971,1,0.04,0.11,0.13,0.28,0.09,0.11,0.11,0.13,11889,6768,5121,3402,8487,1,0.57,0.43,0.29,0.71,14495,11889,2606,2178,9711,1,0.82,0.18,0.18,0.82,1,16739,11022,7746,1,0.66,0.46,3402,774,1,0.23,11477,5192,392,3262,1789,506,336,1,0.45,0.03,0.28,0.16,0.04,0.03,23.89,11889,4702,2366,1665,1261,1038,857,1,0.4,0.2,0.14,0.11,0.09,0.07,38128.7,14495,188,3397,725,1753,2086,1039,5287,0,20,1,0.01,0.23,0.05,0.12,0.14,0.07,0.36,0,0,2178,59,240,104,303,666,564,868,0,1,0.03,0.11,0.05,0.14,0.31,0.26,0.4,0,257507.51,11889,5319,4625,1635,289,1,0.45,0.39,0.14,0.02,9711,9530,483,1246,933,678,1864,2999,1508,181,1,0.98,0.05,0.13,0.1,0.07,0.19,0.31,0.16,0.02,941.36,432782.19160000235,182199.4123999998
40,UPTON,24562,1801,22061,177,0,342,362,276,24286,1,0.07,0.9,0.01,0,0.01,0.01,0.01,0.99,24562,1719,4544,2357,3729,2409,3437,3017,3350,1,0.07,0.19,0.1,0.15,0.1,0.14,0.12,0.14,9469,3912,5557,4822,4647,1,0.41,0.59,0.51,0.49,14845,9469,5376,3038,6431,1,0.64,0.36,0.32,0.68,1,15942,8416,2918,1,0.53,0.18,4822,1640,1,0.34,8606,3949,628,3079,687,53,210,1,0.46,0.07,0.36,0.08,0.01,0.02,29.09,9469,4305,2332,1118,668,520,526,1,0.45,0.25,0.12,0.07,0.05,0.06,29604.42,14845,314,8004,910,2065,1212,795,1541,0,4,1,0.02,0.54,0.06,0.14,0.08,0.05,0.1,0,0,3038,435,956,269,322,415,493,981,9,1,0.14,0.31,0.09,0.11,0.14,0.16,0.32,0,123791.82,9469,4907,2906,1318,334,1,0.52,0.31,0.14,0.04,6431,6239,476,672,715,912,1469,1556,631,192,1,0.97,0.07,0.1,0.11,0.14,0.23,0.24,0.1,0.03,809.39,431343.2757000029,181940.1719999984
5,WARREN ROAD,817,728,16,60,0,5,16,15,802,1,0.89,0.02,0.07,0,0.01,0.02,0.02,0.98,817,18,32,29,77,59,70,100,432,1,0.02,0.04,0.04,0.09,0.07,0.09,0.12,0.53,470,317,153,126,344,1,0.67,0.33,0.27,0.73,569,470,99,273,197,1,0.83,0.17,0.58,0.42,1,738,541,386,1,0.73,0.52,126,3,1,0.02,329,240,45,2,16,0,26,1,0.73,0.14,0.01,0.05,0,0.08,23.27,470,90,98,95,44,61,82,1,0.19,0.21,0.2,0.09,0.13,0.17,62368.42,569,4,78,0,0,6,11,470,0,0,1,0.01,0.14,0,0,0.01,0.02,0.83,0,0,273,4,11,11,21,146,76,23,0,1,0.01,0.04,0.04,0.08,0.53,0.28,0.08,0,261301.37,470,94,258,83,35,1,0.2,0.55,0.18,0.07,197,192,0,0,0,7,0,33,157,5,1,0.97,0,0,0,0.04,0,0.17,0.8,0.03,2748.76,429790.320100002,200894.4679000005
90,WASHINGTON GROVE,13717,6071,2373,1870,19,2866,1036,5736,7981,1,0.44,0.17,0.14,0,0.21,0.08,0.42,0.58,13717,993,2543,1259,2245,1841,1935,1462,1439,1,0.07,0.19,0.09,0.16,0.13,0.14,0.11,0.1,4137,887,3250,2956,1181,1,0.21,0.79,0.71,0.29,4339,4137,202,2769,1368,1,0.95,0.05,0.67,0.33,1,8922,4895,3319,1,0.55,0.37,2956,271,1,0.09,7267,4346,1330,1187,66,113,225,1,0.6,0.18,0.16,0.01,0.02,0.03,33.06,4137,471,607,807,617,1000,635,1,0.11,0.15,0.2,0.15,0.24,0.15,82435.17,4339,1742,1286,0,80,195,630,332,74,0,1,0.4,0.3,0,0.02,0.04,0.15,0.08,0.02,0,2769,59,42,267,228,625,1155,653,9,1,0.02,0.02,0.1,0.08,0.23,0.42,0.24,0,328311.69,4137,132,1411,1595,865,1,0.03,0.34,0.39,0.21,1368,1310,16,0,23,11,91,358,869,58,1,0.96,0.01,0,0.02,0.01,0.07,0.26,0.64,0.04,2128.49,384634.23089999706,163171.0463999994
